dim_0,dim_1,dim_2,dim_3,epoch,token
0.49720427,-0.10259452,0.6995551,0.25494468,23,ppoll
0.08744604,0.492029,0.24701749,-0.08954941,23,close
0.9390155,0.057555925,1.6251167,0.40563726,23,openat
0.65622026,-0.6685206,1.3710202,-0.079436414,23,newfstatat
0.8831919,0.0788712,-0.8463355,-1.448402,23,pselect6
-0.9344816,1.1986922,0.78863674,-0.106038086,23,getrandom
-0.090180814,1.7355766,-0.9484427,0.27320123,23,madvise
-0.95350295,0.5873945,0.20996773,1.6218287,23,sendmsg
1.2185739,-1.5348606,-0.22150095,0.3319905,23,lseek
0.40518594,0.5860541,0.013831869,-0.04783188,23,mmap
0.19319953,0.19860305,-0.15327226,-0.9150058,23,recvfrom
0.6213986,0.093276106,1.3978637,-0.096422404,23,fcntl
0.2756364,0.50046575,1.1731501,0.9254275,23,munmap
0.5482414,-0.52550715,-0.78072435,-0.3993578,23,rt_sigreturn
1.0454721,-0.5635394,0.68674415,-1.2218554,23,statfs
-0.24088748,1.7575426,0.860177,0.28047612,23,mprotect
1.1745416,1.1675174,0.94341505,0.49910578,23,access
-0.9317377,0.4885667,0.8194966,-0.37229693,23,epoll_ctl
0.22164924,0.2142496,1.6907912,-0.98383313,23,fstat
1.556154,-0.7682722,-0.091369376,-0.8880676,23,kcmp
0.75690234,0.7177624,-0.6511177,1.4184182,23,clock_gettime
-1.4683979,1.0960889,-0.379958,-0.50860417,23,gettid
1.4713032,0.23204778,-0.055851437,-1.1090548,23,rt_sigaction
0.3128939,0.44029883,-1.0796671,0.45270813,23,nanosleep
1.0713774,0.8115519,1.3632293,0.2593161,23,alarm
-0.23405668,0.8058547,1.6703712,-0.37791476,23,statx
-0.010582753,1.3391705,1.0250738,-1.0750507,23,ftruncate
-0.052609693,0.6858058,-0.80398244,1.6842382,23,lstat
-0.121774465,0.5266841,1.5467783,1.1468439,23,readlink
-0.00069089024,1.4118888,1.3290318,-0.021670453,23,fallocate
1.0003525,-0.8208699,0.28868684,0.409461,23,unlink
0.7984499,-0.28417045,0.7370222,1.5509212,23,getdents64
-0.8799969,-0.65209734,0.45521763,-1.2112582,23,setsockopt
0.29405573,0.40895018,1.5527327,-0.82844913,23,pread64
0.24887408,-1.3849909,0.7145222,-0.07568919,23,getsockopt
1.4111947,0.70008713,0.41137815,1.0901964,23,dup
-0.97163093,0.14605117,1.250723,0.93638325,23,uname
0.13215117,-0.8657802,0.7291017,-1.6435848,23,socket
-0.018841578,1.5633327,0.35275066,-0.89470595,23,prctl
0.22530223,0.81431615,0.21040158,0.12172287,23,readlinkat
-0.94161856,0.8623711,-1.3444523,-0.30523285,23,timerfd_settime
0.6371504,-0.6182503,-0.18571766,0.5312833,23,epoll_pwait
0.52018946,0.38510597,0.061004665,-0.9579861,23,waitid
1.6283193,0.3122617,0.93455464,0.6145537,23,sched_getaffinity
-0.3996742,0.11276596,1.2102525,-0.3110174,23,inotify_add_watch
-0.21837166,-0.23833333,1.0694596,0.03848973,23,connect
1.1779045,0.40843764,-0.41086334,1.3290458,23,mount
1.683094,0.019644542,-0.36355656,-0.76435316,23,clone3
-0.00045965472,-0.6954923,-0.7655779,-1.5203636,23,kill
-0.9034697,0.8817766,1.4666269,-0.50519073,23,geteuid
0.55742776,0.055686533,1.570682,-1.077833,23,memfd_create
-0.40837443,0.086449824,0.4295707,-1.8386394,23,accept4
-0.98077935,-0.133816,1.0493039,-0.062133458,23,getuid
-0.29256004,0.47175056,-0.2381954,-1.1310787,23,getegid
-0.7622213,-0.23010376,1.1156633,-0.73182946,23,brk
0.5332841,0.28491035,0.33642936,0.66488934,23,wait4
1.3997356,0.9891797,-0.48913074,-0.40420103,23,sched_getscheduler
-0.95417434,-1.0572215,0.01750805,-0.522481,23,getxattr
-1.1924784,-1.2158568,-0.94741213,0.13118133,23,rename
-0.09314084,1.2403682,1.0280962,-1.0138588,23,getgid
-0.39440635,-1.3281661,0.50342274,1.3077484,23,socketpair
-1.0444652,0.48469082,-0.5106366,0.13257426,23,sched_yield
-1.2849783,-0.62363213,0.6482689,-1.1855955,23,fstatfs
1.3458474,1.1261142,-0.09382709,-0.95486015,23,clone
0.02787265,-0.4403966,0.3323962,-1.9216237,23,prlimit64
0.8797352,-0.017012414,-0.2968326,-1.7212274,23,getpriority
-0.44308785,-0.7899995,1.4601084,-0.05735859,23,getsockname
1.0261468,-0.25564894,-0.6376558,1.5353311,23,tgkill
-0.32598403,-0.22316363,0.40517586,-0.665674,23,pipe2
1.636581,0.9109265,0.12932537,-0.007614272,23,bpf
-0.6532019,0.35198024,-0.30122054,1.8326763,23,shmat
-0.9102164,-0.5784874,1.618637,0.36383712,23,mkdir
-0.35206705,-0.56263554,1.790924,-0.3281909,23,shmctl
-1.0338318,1.1326923,1.1112595,0.6428859,23,shmdt
0.13974085,0.7026568,0.5045932,1.3875976,23,eventfd2
0.9513121,0.663055,1.3569589,0.90223384,23,arch_prctl
-1.2302312,0.72492266,0.45983866,-1.3220631,23,pwrite64
0.9996512,1.4314351,-0.058208045,0.22762609,23,fadvise64
-0.5179769,-0.40205893,1.4487138,0.44635037,23,faccessat2
1.8615768,-0.22141162,-0.21142632,-0.094572164,23,stat
-1.4249701,1.0546745,-0.68578416,0.62194955,23,getppid
-0.6250303,-1.4198697,1.0532075,0.5673061,23,bind
-1.107968,0.4379735,1.5620129,0.039742365,23,execve
0.6666088,0.5322484,1.1089745,-0.994666,23,umask
0.25363338,-0.045236,1.4103405,-1.0794257,23,clock_nanosleep
-0.07135347,-1.6907014,-0.30443347,-0.45232213,23,seccomp
0.86884314,-0.76913047,0.92196375,1.2565796,23,shmget
1.0571367,0.28334203,-0.36568913,0.5525302,23,readahead
0.1865262,-0.6535053,-0.0074027968,1.8627421,23,recvmmsg
0.106453486,0.8119439,1.7515137,-0.20492995,23,setresgid
0.99957204,0.28779668,-0.8568648,-1.4353211,23,select
0.11780958,0.9942705,0.27713272,-1.1446339,23,umount2
-1.4328413,-0.96991706,0.6868787,0.5173885,23,shutdown
-1.5810088,0.41014653,-0.71523196,-0.9058884,23,sysinfo
0.13057485,1.2422649,0.9967171,-1.2026149,23,sigaltstack
-0.52430737,-1.0985471,-0.72124505,1.2922976,23,getpeername
-1.4318571,0.9552332,0.7575447,-0.680765,23,epoll_create1
-0.40017247,-0.7730044,0.58288205,1.4155992,23,dup2
-0.9688487,0.6474819,-0.09978813,-0.24923982,23,utimensat
-0.8902421,-0.95775133,-1.027299,-0.44519886,23,sched_setscheduler
0.5274552,0.38417464,0.2966272,-0.04694012,23,set_tid_address
0.24532309,1.5592866,0.6174733,1.0616817,23,set_robust_list
-1.2836827,0.9465276,-1.2055564,0.05363988,23,rseq
0.5797096,-0.31830788,1.8589869,-0.29410794,23,accept
0.7496287,0.32159984,1.6744602,-0.7285692,23,getcwd
0.23324892,-0.11418363,-0.56501955,0.7578735,23,restart_
-0.040190876,1.4653257,-0.09798422,-0.29395416,23,fdatasync
-1.1553292,-0.64159995,1.4983474,0.09229592,23,fsync
0.5433608,0.39623976,-1.5969198,-0.94782513,23,gettimeofday
0.81637555,-1.1762849,-0.6597133,0.37541407,23,setpriority
0.23082024,1.8609037,0.54524124,-0.43182248,23,flock
1.5347381,-0.2126903,0.8705918,0.81920874,23,symlink
-1.1769973,-1.3205575,0.38432574,0.8503518,23,syslog
-0.099700145,-0.641847,1.8825095,0.18506645,23,close_range
1.4281689,0.0018843724,0.9824124,-0.6361257,23,dup3
-1.1433693,-0.42603654,1.1135908,0.16215324,23,linkat
-0.49182183,1.5070325,1.059468,-0.6037309,23,capget
-1.1538078,0.99931246,0.97314507,-0.8503472,23,mkdirat
-1.4580079,-0.09575144,1.175081,-0.017126126,23,capset
-0.33711156,0.4651748,0.27747425,-1.8955146,23,sched_get_priority_min
-1.8391775,-0.6774821,-0.076337874,-0.39066055,23,signalfd4
-1.3890558,0.37641436,1.113925,-0.8294619,23,removexattr
-0.56745374,-1.4062399,1.2782143,-0.25817347,23,getresuid
1.1671746,-1.1168913,-0.61190087,1.0078864,23,fchmod
0.056694902,1.3242835,1.3423063,0.66428316,23,mincore
-1.6091849,0.8468793,-0.614769,-0.5615861,23,sched_get_priority_max
0.62669,-0.23717071,-1.5551952,-0.3129286,23,personality
-1.1652939,-0.9241345,-0.21207875,1.3202603,23,inotify_init1
-1.0603964,-0.67162925,-0.95835125,-1.2272066,23,chmod
0.9682644,-0.9546185,0.9656383,-1.1039519,23,unshare
1.4137272,-0.8877711,1.093566,0.13172434,23,inotify_init
0.9268803,-1.400867,-0.33995304,-1.0309688,23,rmdir
0.3539793,0.19923398,-1.9449255,0.22862436,23,setreuid
-0.40912172,-0.5856048,-1.6249245,0.92157835,23,setsid
-0.67357194,-0.054488625,0.21868281,-0.45910877,23,getresgid
-0.560545,0.47959208,1.139656,-1.4686608,23,setxattr
-0.13442779,-0.2840239,1.1863674,1.5791743,23,chown
1.4124568,-0.8332255,-0.96255594,-0.61982816,23,inotify_rm_watch
1.7291853,0.10457162,0.45782036,-0.8884724,23,pivot_root
0.59886515,0.055456847,-1.871395,-0.36900634,23,setregid
1.1589427,-1.0234045,-1.1905098,-0.43838376,23,vfork
-1.1238989,-0.94251686,1.2987676,-0.40213868,23,getpgrp
1.4019483,0.06456387,-1.3258224,0.5220797,23,setpgid
-1.723259,2.4067316,-0.22422081,0.31974378,23,chdir
0.0,0.0,0.0,0.0,24,recvmsg
-0.07963856,0.32905924,-1.335157,0.8103325,24,futex
-0.11057056,-1.1205236,0.049326025,-0.053988982,24,epoll_wait
0.27388382,0.13657984,-0.5714254,-0.68486696,24,writev
-1.6782632,-0.2683307,0.569115,0.48600435,24,poll
0.65083337,-0.6582617,-0.086796865,-0.35272545,24,ioctl
0.80839396,0.22458264,0.1364247,0.8389809,24,read
-0.5805983,0.46039185,-0.71949804,-0.28734884,24,setitimer
0.77502954,1.2081808,-0.47306415,-1.0226957,24,getrusage
-0.11015088,-0.0500348,-0.35755733,0.769522,24,write
-1.2443448,0.31496853,-0.725398,0.2754825,24,sendto
1.8809483,-0.10632184,-0.4511006,0.028176166,24,rt_sigprocmask
0.84948695,0.68424505,-0.005527021,0.6569986,24,getpid
0.5748749,-0.09693531,0.87240773,0.32940868,24,ppoll
0.002480136,0.59572345,0.2009176,-0.03938145,24,close
0.8379515,0.0907014,1.6554167,0.33323675,24,openat
0.6041729,-0.61242795,1.255382,-0.11633732,24,newfstatat
0.7981475,0.16642617,-0.87771404,-1.6015244,24,pselect6
-0.790278,1.1496028,0.9007273,-0.0266391,24,getrandom
-0.103615835,1.6115618,-0.83776784,0.030227471,24,madvise
-0.8517093,0.4680029,0.17875141,1.636219,24,sendmsg
1.2325327,-1.4481202,-0.22613558,0.24309964,24,lseek
0.53612113,0.67578876,0.03761997,-0.14975269,24,mmap
0.17890182,-0.042910814,-0.13266464,-0.9005437,24,recvfrom
0.9059108,0.16567238,1.3350562,-0.19913964,24,fcntl
0.3521186,0.7059058,0.99713326,1.1319647,24,munmap
0.52588886,-0.6468681,-0.7458097,-0.46142748,24,rt_sigreturn
0.8597022,-0.5583358,0.5302205,-1.1137067,24,statfs
-0.10355212,1.4564385,0.6989708,0.38968855,24,mprotect
1.1377788,1.2137245,0.9747515,0.52274555,24,access
-0.80059814,0.6496721,0.82372093,-0.36462033,24,epoll_ctl
0.2424397,0.14053524,1.3448949,-0.98603696,24,fstat
1.5784858,-0.7793464,0.052934214,-0.8314268,24,kcmp
0.75494355,0.5600029,-0.55284584,1.3068336,24,clock_gettime
-1.552508,0.9320258,-0.14482485,-0.17482464,24,gettid
1.4795216,0.3021005,0.40939158,-0.73830533,24,rt_sigaction
0.2114159,0.4567348,-1.0207694,0.52048993,24,nanosleep
1.2331371,0.84668183,1.2677205,0.39419213,24,alarm
0.044850353,0.7721388,1.7046019,-0.5821495,24,statx
-0.022440355,1.2184253,0.84924704,-1.2171335,24,ftruncate
-0.21909165,0.51155233,-0.8584343,1.6979536,24,lstat
0.057618186,0.50419605,1.614184,0.98648643,24,readlink
0.029111585,1.5144992,1.2840104,-0.19914572,24,fallocate
1.0240923,-0.91419846,0.26558962,0.46806744,24,unlink
0.7409139,-0.51270354,0.78204054,1.4883251,24,getdents64
-0.9039371,-0.74497133,0.501901,-1.2650181,24,setsockopt
0.35790077,0.50007343,1.5642205,-0.8688169,24,pread64
0.13850331,-1.3656293,1.0564586,-0.03950896,24,getsockopt
1.526488,0.48295015,0.25468677,1.0400761,24,dup
-0.89373755,0.05849734,1.5598737,0.8391557,24,uname
0.034151305,-1.1082891,0.6366015,-1.5322659,24,socket
-0.116429046,1.5017954,0.40330324,-1.0988911,24,prctl
0.104572676,0.62649834,0.1987511,-0.0023201588,24,readlinkat
-1.0773697,0.7642874,-1.3665648,-0.09635158,24,timerfd_settime
0.25969255,-0.5829796,-0.5916697,0.5750345,24,epoll_pwait
0.46174458,0.4027498,0.12304951,-1.1379452,24,waitid
1.5791907,0.53664434,1.0418438,0.32946506,24,sched_getaffinity
-0.7922879,0.2823778,1.2597468,-0.3194936,24,inotify_add_watch
-0.3332528,-0.4779761,1.107898,0.1465936,24,connect
1.3496813,0.5273266,-0.16305266,1.2091722,24,mount
1.6170099,0.06865209,-0.27955028,-1.0328025,24,clone3
-0.18548514,-0.86082995,-0.66681725,-1.4850817,24,kill
-1.0656565,1.2757708,0.9652184,-0.5523929,24,geteuid
0.43886775,0.16925502,1.7919084,-0.7535332,24,memfd_create
-0.2856641,0.12727927,0.6982951,-1.7870787,24,accept4
-1.0315706,-0.16751948,1.239225,-0.1253457,24,getuid
-0.45191315,0.32360792,-0.16464792,-1.1639761,24,getegid
-0.7376742,-0.40835777,1.2311784,-0.6173383,24,brk
0.66701394,0.45623448,0.33986634,0.7914762,24,wait4
1.552248,1.0123465,-0.14708911,-0.2101871,24,sched_getscheduler
-1.1181345,-1.0382555,-0.024868362,-0.6304565,24,getxattr
-0.79123735,-1.231648,-0.9652457,-0.0827641,24,rename
-0.0926811,1.3973404,0.77860796,-1.1323202,24,getgid
-0.3563757,-1.4762871,0.37374225,1.206645,24,socketpair
-0.9570083,0.21354184,-0.9607543,-0.13072568,24,sched_yield
-1.559842,-0.422998,0.64566696,-0.8944582,24,fstatfs
1.5305246,1.0284771,-0.37747142,-0.65616447,24,clone
-0.10506965,-0.05067806,0.5474721,-1.8798264,24,prlimit64
0.93110734,-0.003146335,-0.694667,-1.6280253,24,getpriority
-0.32614684,-1.2322779,1.4862467,-0.04090621,24,getsockname
1.1189773,-0.026939059,-0.75402045,0.79070413,24,tgkill
0.073090605,-0.1644462,0.29878584,-0.8279137,24,pipe2
1.5234207,0.7224292,-0.053686187,-0.17265819,24,bpf
-0.46461618,0.32364658,-0.3023287,1.8941969,24,shmat
-0.8208647,-0.77929497,1.6120272,0.34676933,24,mkdir
-0.27359682,-0.14303084,1.9750633,-0.06173654,24,shmctl
-1.0258666,1.0867146,1.0198733,0.67374694,24,shmdt
0.44574854,0.6859039,0.45076674,1.4326546,24,eventfd2
0.79810923,0.9641949,1.2428434,0.94270325,24,arch_prctl
-1.4045485,0.6162413,0.4399867,-1.1793625,24,pwrite64
0.4857569,1.6863548,-0.14696354,0.14990306,24,fadvise64
-0.37659273,-0.6901633,1.449634,0.42947468,24,faccessat2
1.4989564,-0.24633735,0.017825255,-0.31920537,24,stat
-1.5665312,0.7759377,-0.8346668,0.4972244,24,getppid
-0.6772759,-1.5038756,0.86806303,0.66328,24,bind
-0.903801,0.6184657,1.4580423,-0.05914808,24,execve
0.77825934,0.5031768,1.3233013,-0.9895392,24,umask
0.2980841,0.049615182,1.2398494,-1.428765,24,clock_nanosleep
0.07577148,-1.6387097,-0.30239293,-0.34147263,24,seccomp
0.8304821,-1.0323796,0.5892577,1.3774129,24,shmget
1.2499529,0.29233018,-0.37163478,0.67532825,24,readahead
-0.00086936966,-0.7908934,0.099320196,1.8342905,24,recvmmsg
0.12456708,0.818934,1.8107325,-0.18729073,24,setresgid
0.88058877,0.5989924,-0.61322856,-1.4792794,24,select
0.33857703,0.862939,0.5282034,-1.3981953,24,umount2
-1.4671702,-1.014691,0.6418437,0.53407264,24,shutdown
-1.4532858,0.59096944,-0.58549994,-1.0935742,24,sysinfo
-0.046219394,1.3282493,0.93363523,-1.1670226,24,sigaltstack
-0.6385861,-1.3306174,-0.6171706,1.0795243,24,getpeername
-1.3342345,0.7391894,0.7459322,-1.0251371,24,epoll_create1
-0.25700745,-0.7669032,0.5677212,1.6935207,24,dup2
-0.8045775,0.7916818,0.122549,0.32016292,24,utimensat
-0.63915974,-1.1029488,-0.71029854,-0.30076835,24,sched_setscheduler
0.66193765,0.6462925,0.1032807,0.15915757,24,set_tid_address
-0.13138737,1.4788227,0.6446037,1.1748644,24,set_robust_list
-1.3592108,0.71082157,-1.2136064,0.41765794,24,rseq
0.84437597,-0.37475994,1.5046673,-0.12040896,24,accept
0.517163,0.2784675,1.6271646,-0.46586195,24,getcwd
0.3090254,-0.091462985,-0.49503034,0.73475313,24,restart_
0.26792055,1.7883239,-0.054095373,-0.65271056,24,fdatasync
-1.0304495,-0.5307878,1.2607588,-0.021588746,24,fsync
0.5907206,0.71568686,-1.6943218,-0.51779807,24,gettimeofday
1.0214942,-1.3770692,-0.33271855,0.14489669,24,setpriority
0.09948869,1.8861839,0.45076334,-0.4787742,24,flock
1.6005416,-0.31688172,0.7843816,0.69423324,24,symlink
-0.7647552,-1.1542342,0.81779784,1.189159,24,syslog
-0.09424901,-0.6291006,1.8664236,0.33438298,24,close_range
1.5417931,0.19798377,0.98242927,-0.7864535,24,dup3
-0.9522529,-0.10328242,1.3276945,0.28546324,24,linkat
-0.45087585,1.5180833,1.0426873,-0.6037503,24,capget
-1.0153308,0.73008907,1.1912483,-1.0084641,24,mkdirat
-1.492011,-0.10865424,1.1515119,0.026117513,24,capset
-0.02426896,0.1657731,0.5440943,-1.9172614,24,sched_get_priority_min
-1.8445743,-0.70542276,-0.11128594,-0.29587057,24,signalfd4
-1.075593,0.6935181,1.4285032,-0.52353626,24,removexattr
-0.6342928,-1.36139,1.2323351,-0.4750151,24,getresuid
1.2495134,-1.2077332,-0.7836936,0.6049138,24,fchmod
0.056694902,1.3242835,1.3423063,0.66428316,24,mincore
-1.6091849,0.8468793,-0.614769,-0.5615861,24,sched_get_priority_max
0.62669,-0.23717071,-1.5551952,-0.3129286,24,personality
-1.1953881,-0.9381372,-0.2077327,1.2836637,24,inotify_init1
-1.0628662,-0.81035006,-0.89559823,-1.1880873,24,chmod
0.97296494,-1.091696,0.9294995,-0.9987839,24,unshare
1.3613219,-0.98879427,1.0767874,-0.098063864,24,inotify_init
0.9813757,-1.3562855,-0.04448692,-1.093349,24,rmdir
0.07846889,0.4892546,-1.9361725,-0.075555414,24,setreuid
-0.48666418,-0.54898053,-1.5684768,1.0008287,24,setsid
-0.67357194,-0.054488625,0.21868281,-0.45910877,24,getresgid
-0.24423188,0.16328493,0.82369584,-1.783454,24,setxattr
-0.35762405,-0.47471943,1.1803415,1.5011796,24,chown
1.3508229,-0.7296415,-0.8812837,-0.47535568,24,inotify_rm_watch
1.4756508,0.41371173,0.53830254,-1.1668451,24,pivot_root
0.5755707,0.32591018,-1.726251,-0.4151661,24,setregid
1.1479614,-1.0814074,-1.2211304,-0.14691125,24,vfork
-1.1477358,-0.9896623,1.296413,-0.15027945,24,getpgrp
1.4019483,0.06456387,-1.3258224,0.5220797,24,setpgid
-1.723259,2.4067316,-0.22422081,0.31974378,24,chdir
0.0,0.0,0.0,0.0,25,recvmsg
-0.08247983,0.3176594,-1.2914281,0.70550996,25,futex
-0.17835139,-1.1904032,0.07074533,-0.13012454,25,epoll_wait
0.3239347,0.06282006,-0.64013135,-0.6859167,25,writev
-1.7833971,-0.32608935,0.6048988,0.5642479,25,poll
0.70685166,-0.6109393,-0.06886665,-0.33847407,25,ioctl
0.8031067,0.16481638,0.1410829,0.81762135,25,read
-0.6450216,0.35362542,-0.6283902,-0.25730166,25,setitimer
1.0423768,1.1160296,-0.7004936,-1.0542783,25,getrusage
-0.0759894,0.10460465,-0.28521737,0.8506704,25,write
-1.2946615,0.23576789,-0.7927935,0.34989023,25,sendto
1.943037,-0.17662767,-0.29750943,-0.05716396,25,rt_sigprocmask
0.9989997,0.8159113,0.025873628,0.6035081,25,getpid
0.61200297,-0.13976759,0.8873578,0.25671196,25,ppoll
0.029084267,0.6669059,0.06541997,-0.10169033,25,close
0.7987377,0.1113358,1.6614429,0.45801473,25,openat
0.6963319,-0.6512578,1.3504468,-0.083551414,25,newfstatat
0.8517834,-0.022281785,-0.8126614,-1.294064,25,pselect6
-1.0053532,1.2117845,0.726957,-0.055602804,25,getrandom
-0.21164535,1.7433969,-0.9352098,0.20287049,25,madvise
-0.727849,0.3926113,0.14696953,1.6509285,25,sendmsg
1.135628,-1.612445,-0.23121546,0.20475021,25,lseek
0.3839078,0.52839243,0.045595314,-0.04790504,25,mmap
0.10606607,0.22017194,-0.16958608,-0.8630952,25,recvfrom
0.699574,0.17248558,1.420766,-0.10455428,25,fcntl
0.22817482,0.70507115,1.0440295,0.99974823,25,munmap
0.70565933,-0.6234957,-0.5960856,-0.45619294,25,rt_sigreturn
1.0076245,-0.477208,0.5873503,-0.9652632,25,statfs
-0.09674939,1.8510611,0.6335178,0.31579864,25,mprotect
1.1283555,1.3821734,0.7736776,0.46672562,25,access
-1.0423234,0.40660328,0.93693984,-0.26567248,25,epoll_ctl
0.28398848,0.2500961,1.3854656,-0.9695798,25,fstat
1.5333086,-0.7841958,-0.13247783,-0.8285242,25,kcmp
0.7967752,0.638429,-0.674279,1.4991537,25,clock_gettime
-1.4880086,1.0897558,-0.22670662,-0.472263,25,gettid
1.6135256,0.24650764,-0.07302382,-1.0593445,25,rt_sigaction
0.2772863,0.46387357,-0.91340876,0.5770034,25,nanosleep
1.0411811,0.9623338,1.281101,0.16487345,25,alarm
-0.08256081,0.9799889,1.5474288,-0.44763094,25,statx
0.019685956,1.3066981,0.8944642,-0.9885585,25,ftruncate
-0.26017305,0.557272,-0.7726801,1.7181447,25,lstat
-0.10245164,0.53975815,1.6911786,0.91546685,25,readlink
0.08473287,1.5552737,1.2237532,-0.26650995,25,fallocate
1.1359881,-1.1151476,0.3485472,0.60955215,25,unlink
0.7274282,-0.24991676,0.67849255,1.5545958,25,getdents64
-0.731465,-0.62064904,0.50620717,-1.2373105,25,setsockopt
0.42029414,0.24934173,1.4436798,-0.97219324,25,pread64
0.3191818,-1.4744333,1.1069353,0.24630313,25,getsockopt
1.4018852,0.5880047,0.059408646,1.0604321,25,dup
-1.0798752,0.16448686,1.4915981,0.7168146,25,uname
0.19957739,-0.9006336,0.6009253,-1.6327239,25,socket
0.34367278,1.4553322,0.39426947,-1.060247,25,prctl
0.01178821,0.9909596,0.30176038,0.35960093,25,readlinkat
-0.92723244,1.120205,-0.88859814,-0.39530435,25,timerfd_settime
0.36474216,-0.6129437,-0.59145904,0.47018212,25,epoll_pwait
0.6519799,0.36999634,-0.10845899,-1.2159548,25,waitid
1.3523356,0.48691797,0.8410448,0.035621155,25,sched_getaffinity
-0.50588256,0.13987787,1.1597575,-0.31866148,25,inotify_add_watch
-0.29250446,-0.30586654,1.284156,-0.009197359,25,connect
1.1639078,0.5777934,0.01913701,1.4046695,25,mount
1.6799142,0.2761867,-0.32553068,-0.89815724,25,clone3
-0.12164373,-0.78473455,-0.94404674,-1.2800282,25,kill
-1.01283,0.9485619,1.2376473,-0.3964905,25,geteuid
0.38006607,-0.028181847,1.7077794,-0.9686303,25,memfd_create
-0.30115062,0.14650758,0.43264845,-1.9007964,25,accept4
-0.9454123,0.011367813,1.3204588,0.13253073,25,getuid
-0.3350345,0.35767737,-0.030946085,-0.9993851,25,getegid
-0.79284596,-0.40451482,1.1915962,-0.80402625,25,brk
0.7219913,0.5361407,0.55350256,0.72146404,25,wait4
1.2974249,1.0023844,-0.28204972,-0.08022857,25,sched_getscheduler
-0.64553237,-0.78687054,0.0656708,-0.67397225,25,getxattr
-0.76285475,-1.1085881,-0.9453643,-0.23709397,25,rename
-0.057145182,1.3944973,0.5575555,-1.3195617,25,getgid
-0.47023606,-1.2625549,0.3490872,1.4363047,25,socketpair
-0.86872345,0.19314961,-0.89530355,-0.34143403,25,sched_yield
-1.5376186,-0.5462438,0.57625383,-0.9158545,25,fstatfs
1.3983963,1.1225791,-0.14053455,-0.5450486,25,clone
-0.15404275,0.016727524,0.5750343,-1.7743566,25,prlimit64
1.0527384,-0.07910156,-0.47198898,-1.6233292,25,getpriority
-0.33950713,-1.1755605,1.4214156,-0.2185984,25,getsockname
1.0086776,-0.27700764,-0.9156686,1.0800087,25,tgkill
0.18076545,-0.3014038,0.39246055,-0.8095821,25,pipe2
1.7324034,0.87667745,-0.25668684,-0.37359738,25,bpf
-0.9859269,0.3340695,-0.293798,1.6632348,25,shmat
-0.77260226,-0.45996875,1.7235243,0.35212323,25,mkdir
-0.21277553,-0.3228707,1.955613,-0.1614258,25,shmctl
-1.0816708,1.141468,1.0199355,0.68798035,25,shmdt
0.39085683,0.31786263,0.4724053,1.4491924,25,eventfd2
0.81138957,0.7909295,1.2084919,0.9493901,25,arch_prctl
-1.235536,0.4980048,0.7669008,-1.2795721,25,pwrite64
0.5062845,1.3777399,-0.20285319,0.36918128,25,fadvise64
-0.40648606,-0.16426219,1.549684,0.7584926,25,faccessat2
1.390272,0.069761775,0.039137464,0.0056154975,25,stat
-1.4813462,0.78555834,-0.46644247,0.70553076,25,getppid
-1.1483974,-1.1345315,1.0038197,0.5220473,25,bind
-0.89290744,0.43090135,1.632523,0.024156874,25,execve
0.5358478,0.6395159,1.3994093,-1.1599743,25,umask
0.2642883,-0.05003922,1.1162843,-1.532447,25,clock_nanosleep
-0.16310576,-1.8813119,-0.565827,-0.33749163,25,seccomp
0.8335769,-0.84246427,0.83439815,1.2916341,25,shmget
1.1959108,0.59996504,-0.17963488,0.8136351,25,readahead
0.075819,-0.702932,-0.2981324,1.8469583,25,recvmmsg
0.049827836,1.1388072,1.6288817,-0.21766755,25,setresgid
1.0392196,0.4683672,-0.76096284,-1.4565681,25,select
0.22785674,1.0116576,0.59124124,-1.4092283,25,umount2
-1.6501523,-0.77731264,0.58541447,0.492816,25,shutdown
-1.5159001,0.844927,-0.10430769,-0.91156673,25,sysinfo
-0.34446877,1.1765337,0.8600133,-1.3257023,25,sigaltstack
-0.6032134,-1.3701711,-0.6141197,1.1754239,25,getpeername
-1.2519414,0.5086761,1.1306456,-0.8732651,25,epoll_create1
-0.1757025,-0.76524025,0.1175279,1.6618456,25,dup2
-0.69318366,0.6500037,0.14995508,-0.054836918,25,utimensat
-0.6599253,-1.2100931,-0.85197014,-0.08339426,25,sched_setscheduler
0.4509534,0.31198257,0.113211446,-0.14003246,25,set_tid_address
0.38803014,1.6364977,0.7990359,0.729965,25,set_robust_list
-0.9775017,1.018313,-1.3878875,0.16786265,25,rseq
0.6012991,-0.5640643,1.5791465,-0.15726262,25,accept
0.82506675,0.10214785,1.7691593,-0.42297268,25,getcwd
0.28682905,-0.067247614,-1.021829,0.78515005,25,restart_
0.3135781,1.6205442,0.11678783,-0.39171144,25,fdatasync
-0.7458435,-0.2958594,1.6135565,0.2507424,25,fsync
0.62609273,0.51087815,-1.7118093,-0.60136503,25,gettimeofday
1.3007367,-1.3759549,-0.5164242,0.38488674,25,setpriority
0.09843741,1.881566,0.47109354,0.055518366,25,flock
1.3390079,0.06533652,0.76286817,0.59903526,25,symlink
-0.937261,-1.2849382,0.16113017,1.2018785,25,syslog
-0.28605178,-0.33930546,1.9380964,0.21639687,25,close_range
1.4965514,0.39270324,0.9030584,-0.8891587,25,dup3
-1.3602325,-0.38967147,1.3471018,0.42806607,25,linkat
